count,hate_speech_count,offensive_language_count,neither_count,class,tweet,binary_class,tweet_length,word_count
3,0,3,0,1,rt illi easi way rt biggiebossman femal call hoe ask want ketchup fri,unsafe,145,23
3,0,0,3,2,rt illroot radio trash,safe,33,6
6,0,6,0,1,rt iluvdrugz bitch dont act crazi dont realli want,unsafe,87,17
3,0,3,0,1,rt ilywhitesid jacob need stop littl bitch follow instagram,unsafe,87,15
3,2,1,0,0,rt imdopegethigh whackko man lame niggah find im unfollow tf ass,unsafe,97,17
3,0,3,0,1,rt imfinddori lol bitch tryna chill like u kno im mother fuxin dori hoe touch butt,unsafe,124,26
6,0,6,0,1,rt imgonzo im hook money pussi weed bonus,unsafe,70,14
3,0,3,0,1,rt imguccinizz quit got hoe shit aint got got damn thanggg witcha ugli ass,unsafe,109,21
3,0,3,0,1,rt imjessicaaaaa joytooawesom vintagemonro eat pussi,unsafe,100,7
3,0,3,0,1,rt imlovingluci aint bad bitch got bad habit,unsafe,69,15
3,0,3,0,1,rt imnussi kno u wanna roll w bitch like,unsafe,52,12
3,1,2,0,1,rt imtiaralesha never nigga taken order take must return keep mind bitch,unsafe,185,31
3,0,0,3,2,rt indykaila exclus arsn wenger gave two yellow card amp red card refere chariti match rome arsenal,safe,132,20
6,1,5,0,1,rt infidelpamelalc mahammad bitch caus said,unsafe,82,11
3,0,3,0,1,rt inkmeho craziest bitch got best pussi,unsafe,54,8
3,0,3,0,1,rt inkoverho ugli bitch like argu lot,unsafe,50,9
3,0,0,3,2,rt inmysexdream love black shoe caus match anyth also need color shoe,safe,109,20
3,0,1,2,2,rt intelwir signific number us tweet american flip bird uk much,safe,103,18
3,0,3,0,1,rt intelwir twitter suspend shit multipl iter new region account open today suspend within ho,unsafe,146,22
3,2,1,0,0,rt iowahawkblog love crippl look fuck crippl goddamit im peopl person,unsafe,126,17
3,0,3,0,1,rt iowahawkblog call player pussi hes sidelin concuss low class trash talk might f,unsafe,146,27
3,0,0,3,2,rt iowahawkblog whatta coinkydink ir cancel contract email backup compani right lerner comput crash,safe,146,17
3,0,2,1,1,rt irelandrosee savanigga half becam ghetto compton,unsafe,89,15
3,1,2,0,1,rt iriele drrrruuuu victoriafina ayyy fag,unsafe,56,7
3,0,3,0,1,rt isaidthatshit lmfaoooooooooooooooo rt chainzlyr put muthafuckin jelli bread bitch spread,unsafe,140,16
3,0,3,0,1,rt isminihoran im run like bitch michael clifford role model inspir mani,unsafe,123,16
3,0,3,0,1,rt isneezeglitt ate pussi dont ever tri disrespect fck nigga fed,unsafe,103,20
6,1,5,0,1,rt ispeaksarcasm hate girl like cant talk got mani hoe bitch ya competit spirit,unsafe,132,25
3,1,2,0,1,rt ispeaksarcasm nigga expect pull ask hoe,unsafe,112,17
3,0,3,0,1,rt ispeaksarcasm nigga futur alway hoe,unsafe,73,12
3,0,1,2,2,rt ititt docrocktex noth agenda unbeliev dem fail use teabagg africanprinc,safe,146,20
3,0,3,0,1,rt itsdcx text phone bitch blew high,unsafe,67,12
3,0,3,0,1,rt itsdcx rihanna current drop bomb bitch,unsafe,65,10
3,0,3,0,1,rt itsdesha give head amp kiss yo bitch ill nigga,unsafe,68,15
6,0,6,0,1,rt itsdesha hickey hurt dont see peopl alway hoe,unsafe,75,14
3,0,3,0,1,rt itsdesha bitch never talk bout sudden,unsafe,88,17
3,0,3,0,1,rt itsdonleach your still pussi barackobama,unsafe,50,7
3,0,3,0,1,rt itsdorri attract girl alway insecur shrek look bitch walk around think shit,unsafe,156,22
3,1,2,0,1,rt itsdorri seen littl yellow nigga live pineappl that crazi shit,unsafe,102,17
3,1,2,0,1,rt itsdorri mayb fake bitch pretend real halloween,unsafe,80,14
3,0,3,0,1,rt itsdorri school doesnt even test intellig test ur memori test abil keep calm slap bitch,unsafe,138,24
3,0,3,0,1,rt itsmeekmil unloy girl turn good guy asshol unloy guy turn good women bitch,unsafe,107,17
3,0,3,0,1,rt itssamcollin hate see peopl money spend stupid shit dont need tvs amp shark tank twat,unsafe,125,24
3,0,3,0,1,rt itstylerstarr date get rid ya ex ill get rid hoe dont need interfer,unsafe,322,24
3,1,2,0,1,rt itsclaribelyo swag fag hibern great america christma park close,unsafe,123,19
3,0,3,0,1,rt itscoleharmon wish would stop hoe,unsafe,61,11
3,0,3,0,1,rt itscoleharmon birth control mandatori hoe,unsafe,74,12
3,0,3,0,1,rt itscoleharmon guy parti scream hoe aint loyal drunk amp cheat gf girl look like ra,unsafe,150,26
6,0,5,1,1,rt itscoleharmon top lie girl tell twitter dms dont work twitter unfollow peopl im hoe,unsafe,133,26
6,0,5,1,1,rt itscoleharmon girl curl ball bed wait goodnight text go sleep bitch,unsafe,146,28
3,1,2,0,1,rt itscoleharmon bitch cup boob need stop wast money bras buy tank top like rest homi,unsafe,140,27
6,0,6,0,1,rt itsdavedud cant tell anyth bitch im one click away googl time,unsafe,92,17
6,0,6,0,1,rt itsjustshay swear care bout everyth bitch,unsafe,77,12
3,0,3,0,1,rt itskingde inkkofrosess fuck hoe bigger problem like cook hous lol,unsafe,104,18
3,0,3,0,1,rt itskingde inkkofrosess fuck hoe bigger problem like ever cook hous lmao,unsafe,110,19
6,0,6,0,1,rt itslenyybitch lol fake bitch,unsafe,40,7
3,0,3,0,1,rt itsqwanduh vibe bitch feel good slowjam neveradullmo withthesebitch liyahmn imangi,unsafe,190,18
4,1,3,0,1,rt itssjayda uceina leaisalio hoe gish road lookin like talkin bout dolla sucki sucki,unsafe,179,19
3,0,0,3,2,rt itssylviaplath want chang excit shoot direct like color arrow fourth juli,safe,146,24
3,0,1,2,2,rt iv charli sheen engag porn star men health tip sex toy adult toy kiss,safe,147,19
3,1,2,0,1,rt ivanrabago infamouscoryog whiteponyjr eakaerick there like one retard fuck beaner hes stupid ass ex,unsafe,146,20
3,1,2,0,1,rt ivanrabago woodyafc fuck faggot,unsafe,42,5
3,3,0,0,0,rt ivanrabago staycoolwheel studhardt joshua faggot suspend ground,unsafe,99,14
3,0,3,0,1,rt jshlegend alway bitch money job contribut anyth financi highest standard,unsafe,146,23
3,0,3,0,1,rt jaaaayr pretti bitch alway comin thru,unsafe,54,9
3,0,3,0,1,rt jaaayleno dese hoe aint loyal walmart teamign hoodcomedi flytv lolatl bruh,unsafe,151,15
3,0,3,0,1,rt jaaayguevara join fuck given join bitch weakndmlg codghostsscrim shawnabn,unsafe,100,14
3,0,3,0,1,rt jackiengvyen talk blahblah bye bitch,unsafe,45,7
3,0,3,0,1,rt jacksondundan ever look bitch tweet like bitch stfu,unsafe,91,14
3,0,0,3,2,rt jackwadeshow funni rick scott accus charli crist chang posit everyth rick posit dictat corp,safe,146,21
3,0,3,0,1,rt jadevid everyday turn cold heartless bitch,unsafe,65,11
3,0,3,0,1,rt jadefire trigger finger keep pussi wet thank,unsafe,58,10
3,1,2,0,1,rt jadenleann edham hit bitch bottl,unsafe,53,9
3,0,3,0,1,rt jaimescudi niggaaaaaa bitch trip hard nigga realiz theyr gonna grow amp regret fool,unsafe,141,24
3,0,0,3,2,rt jakeburnsmfc staycoolwheel bloggerbox hillbilli like sport,safe,86,9
3,0,3,0,1,rt jakemoneyzz leavin hope hoe,unsafe,46,8
3,1,2,0,1,rt jakesiwi ryanmurphi fag,unsafe,54,5
3,0,3,0,1,rt jakesiwi bhasfurt pussi,unsafe,31,4
3,1,2,0,1,rt jamajam im say im stud fuck tranni wont let bitch strap muhfucka childish lol,unsafe,140,26
3,0,3,0,1,rt jamajam gotta straight forward hoe tell want jump,unsafe,95,18
3,0,0,3,2,rt jamiedupre vice presid biden amp wife florida today stump democrat charli crist bid governor,safe,133,23
3,0,0,3,2,rt janbaloch pakistani christian coupl burnt aliv kasur punjab veritaz marvisirm goshno aliyanazki,safe,147,16
3,0,0,3,2,rt janesport nfl report ask birdflip mia anoth let revisit sarahspain column ridicul,safe,146,18
3,0,3,0,1,rt jarieve found sloppi tri drag car fight back bitch hea,unsafe,146,30
3,0,3,0,1,rt jarieve basic cant bold hoe time,unsafe,78,16
3,2,1,0,0,rt jasmineegamboa hoe hoe,unsafe,40,7
3,0,3,0,1,rt jaunthegoat lost erect found girlfriend pussi,unsafe,72,12
3,1,2,0,1,rt jaxxstaxx baranoski day day pot lentyour faggot,unsafe,98,15
3,0,2,1,1,rt jayge damn wigga,unsafe,65,6
3,0,0,3,2,rt jayibarra tweet remind time oreo milkshak run morn vikyfdez,safe,161,24
3,1,2,0,1,rt jaylynnkoliba tonyjrodriguez imma get crew dis fuckin fag hunnad real talk nigga turn,unsafe,103,17
3,2,1,0,0,rt jaymesshaylan fuuck jalen slow bitch,unsafe,45,7
3,0,3,0,1,rt jaynovel real rt jruiz thing wors forc convers dumb bitch,unsafe,94,16
3,0,3,0,1,rt jazzyluvvsyou chantel isnt side hoe bc appar shes lesbian im done life month hate reason,unsafe,136,23
3,0,3,0,1,rt jballinbutt jamiecaudillo your retard enough atleast date bring birthday,unsafe,156,22
3,1,2,0,1,rt jburnon cheat aint accid hoe fallin bike accid aint never seen bitch trip amp land dick,unsafe,137,26
3,0,3,0,1,rt jcal blessedmanni allur yall hoe get boyfriend tweet break dawg lol,unsafe,169,22
3,0,3,0,1,rt jcash bradshaw aint hoe,unsafe,35,6
3,0,3,0,1,rt jcope realnoth msmansk kid boycottcriminalint lost fave program take belt bitch,unsafe,129,19
6,0,6,0,1,rt jdollasignnn stanley im weak ima go stalk lmfao u lucki bitch,unsafe,158,17
3,0,0,3,2,rt jeffgallardo sonali guy color eye,safe,101,9
3,0,0,3,2,rt jemelehil saw dawn planet ape one better move ive seen year didnt know want ape,safe,146,29
3,1,2,0,1,rt jenebook whistgoddess like r u queer cmon jen u even need ask,unsafe,99,21
3,0,0,3,2,rt jenebook feel lot ppl trash talk indi sound think genr your v tend sound th,safe,146,30
3,0,0,3,2,rt jennaferjenbub barryclerjust anyth disown ling ling austinbedsaul,safe,138,15
3,0,0,3,2,rt jennakimjon dear oreo what hear watermelon flavor keep fake fruit flavor crisco sandwich love,safe,146,23
3,0,3,0,1,rt jennybaraja fazeybabi quot tweet funniest pic ya camera roll bitch start,unsafe,173,21
3,0,3,0,1,rt jennydigi thotpocket bitch,unsafe,56,4
3,0,3,0,1,rt jeremiahkoek everi femal trophi yall hoe certif complet,unsafe,159,17
6,1,5,0,1,rt jerrilyn historygoon alsopussyif shit offend uget twitterblock meand go suck cock,unsafe,118,16
3,2,1,0,0,rt jerrilyn historygoon hey dicklick say im happili divorc bitter homophob im scare queersi hate em fudg,unsafe,146,21
3,0,3,0,1,rt jerseywolfgod dont want pussi make want pay bill sleep sunday morn away dont ruin life,unsafe,138,27
3,0,0,3,2,rt jesscorsoncl anyon know good pet sitter clenortheast ohio specif cat amp bird thank clepet neo clevelan,safe,150,21
3,0,3,0,1,rt jessiele hawkdaddi gavinmhawk urboygeorg yeah dont think that okayfuckin drop shouldnt even joke abo,unsafe,146,18
3,0,3,0,1,rt jessietorr yeah basic bitch thing mani straight white men know bore,unsafe,129,25
3,0,3,0,1,rt jessmelkum nippl pierc suppos girl person secret yall hoe get take selfi,unsafe,121,22
3,0,0,3,2,rt jewtanski frowni eat browni,safe,53,10
3,2,1,0,0,rt jezzzz gingasnap jezzzz shitpussiessay jessica im afraid slit throat tomorrow ritenourschool barackobama,unsafe,158,17
3,0,0,3,2,rt jfkirtley red havent lost seri yanke stadium sinc world seri,safe,95,17
3,1,0,2,2,rt jgalt dont let crisi go wastedem exploit ebola trash repub oppos obama choic surgeon gen,safe,151,22
3,0,3,0,1,rt jillxoxo anxieti cunt,unsafe,38,7
3,0,3,0,1,rt jimjefferi im never watch brave heart cunt dont want freedom,unsafe,84,13
3,0,3,0,1,rt jimjefferi peopl write review comedi start im easili offend funni cunt,unsafe,146,25
3,0,0,3,2,rt jimmerfredett hope yanke game doesnt get rain tonight go special atmospher game jeter deser,safe,142,23
3,0,2,1,1,rt jjauthor us ghettosdriven lib ideologyforg unionsampbankrupt selfserv ds cater parasit tcot,unsafe,150,16
3,1,0,2,2,rt jjauthor us ghettosdriven liber ideolog forg union amp bankrupt selfserv dem cater parasit tcot,safe,150,19
3,2,0,1,0,rt jjauthor us ghettosdriven liber ideolog forg union amp bankrupt selfserv dem cater parasitestcot,unsafe,150,19
3,0,0,3,2,rt jmwag well play flappi bird dont know,safe,61,13
3,0,3,0,1,rt joerogan dear everyon use natur deodor work stinki bitch,unsafe,90,13
3,0,3,0,1,rt jogonzalez shinglewarf singl nooo nut bitch,unsafe,156,10
3,0,3,0,1,rt johnnesbi know chubb talkin bout lmao definit hoe,unsafe,99,14
3,0,3,0,1,rt johntherealman gingerash main bitch side bitch mad could give two fuck twofuck,unsafe,162,21
3,0,3,0,1,rt johntherealman see one particip twitter purg pussi ihopeitssuposetobetonight,unsafe,107,14
3,0,3,0,1,rt joiiiie still side hoe stfu,unsafe,47,10
3,0,0,3,2,rt joselopez aurora ghetto bello,safe,74,10
3,1,2,0,1,rt josephdburn damn girl u straight hoe,unsafe,77,9
3,0,0,3,2,rt josepheach demand everyon money amp object collect redistribut among support,safe,123,13
3,0,3,0,1,rt joshhandsome well felt sorri stupid still though edgarguillenjr bitch wont tri wit,unsafe,140,25
3,0,3,0,1,rt joshuaxallen tbt halloween spoopi hoe pimp daddi,unsafe,93,13
3,0,3,0,1,rt joytooawesom gorgeousske vintagemonro bitch nooooo kim mine dream,unsafe,92,12
3,0,3,0,1,rt joytooawesom imjessicaaaaa vintagemonro bitch im talk,unsafe,81,11
3,0,0,3,2,rt jpayneancap amperez sybill diannew velvethamm mylibertymygun sdalexand aoakleyc bet shes new york yanke prog,safe,146,17
3,0,0,3,2,rt jrsalzman buzzfe male live citi buy meat plastic mock girl use gun go hunt man,safe,137,26
3,0,3,0,1,rt juanadog dalli bitch bro dilli exclus,unsafe,65,10
3,0,3,0,1,rt judiebabi vnxthni attent keshonna alexand best pussi world tast good asf,unsafe,240,17
3,0,3,0,1,rt juiceman herk realmichaelkay much wife wet pussi want anoth dick big head,unsafe,103,16
3,0,3,0,1,rt juicygeni thotpocket fat bitch think cute,unsafe,61,9
3,0,0,3,2,rt juicygeni sheryl crow mom,safe,37,7
3,2,1,0,0,rt juliarodd kenni angri talk like ghetto black man realli dont even think notic hahahahahahaha im laugh,unsafe,146,25
3,0,1,2,2,rt juliebenz drink unicorn tear rt thecarnag juliebenz say blond dont age well look like your ho,safe,144,24
3,0,3,0,1,rt junndem woman care shell get mad littl thing cant handl deserv hoe,unsafe,119,23
6,0,6,0,1,rt jusabadgirl noth hate sneaki bitch,unsafe,57,10
6,0,6,0,1,rt jusangel bae alway bae even bae bae that still bae therefor hoe move around pleas,unsafe,144,27
3,0,3,0,1,rt justicechrist chillasstweet simplysoul sit next ya girl ya side bitch text hey babe,unsafe,119,19
3,0,3,0,1,rt justjomartinez vidallucia youv much math homework hoe,unsafe,96,12
3,0,3,0,1,rt justjor energi hoe,unsafe,37,7
3,0,3,0,1,rt kree trentdamanz hoe loyal plot twist,unsafe,71,9
3,0,3,0,1,rt kaaatt im snatch bitch leisuuuur,unsafe,60,10
3,0,3,0,1,rt kaegann hate peopl much go morph chihuahua sinc want littl whini bitch bad,unsafe,125,25
3,0,3,0,1,rt kaitlynlardi senior basic becom fearless bitch im mad,unsafe,84,13
3,0,0,3,2,rt kamaalrkhan sir arvindkejriw career tho apka wais bhi khatam ho chukka becom new amar singh tri public kejr,safe,145,23
3,0,3,0,1,rt kanyebreast seeee rt phontigallo let bitch hop mention one time hear,unsafe,121,17
3,0,0,3,2,rt karengonski wish one girl guy like matter whatik could wear sweat hair would sti,safe,146,28
3,0,3,0,1,rt karessanvm bird would st person id shit,unsafe,80,16
6,1,5,0,1,rt karlosbudah realniggasherm aye bro kno shit go bitch solid af run free st,unsafe,113,21
6,0,6,0,1,rt karlosbudah free squaddd stblocjeremiah realniggasherm bitch solid first block freee us,unsafe,112,16
3,1,2,0,1,rt karlosbudah give head amp kiss yo nigga ill bitch,unsafe,66,13
3,0,3,0,1,rt karlosbudah gone kill bitch nigga dont girl,unsafe,74,13
3,0,3,0,1,rt karlosbudah kno bitch thot wanna meet momma,unsafe,69,14
3,0,1,2,2,rt kaseymizel may may trash take pictur togeth,safe,94,14
3,0,0,3,2,rt kathyislov che wigga rt wigga put love make worth whileamp love back,safe,150,26
3,0,3,0,1,rt katmurda nice im bitch hard explain,unsafe,67,16
3,2,1,0,0,rt kcarmouch real dont put money nigga book chu buy bitch chanel hit puss,unsafe,117,24
6,0,6,0,1,rt keelivinlavish bitch wanna fuck cuz dat molli got dem high,unsafe,116,14
3,0,3,0,1,rt keepitahunnit ya bitch got boddi act like dont count caus ya love lmaoo,unsafe,106,18
3,0,3,0,1,rt keithscho watch innoc muslim dude play muham must get ton pussi,unsafe,115,20
6,0,6,0,1,rt kekelovingmytwo stblocjeremiah good pussi chang ya life,unsafe,86,9
3,1,2,0,1,rt kellconnolli guy say dont wear leg dont got ass ampi see pussi walk around muscl shirt without mus,unsafe,174,25
3,0,3,0,1,rt kelseyrenee bet wont em doe jakelewi hoe gon hoe shut hoe,unsafe,136,18
3,1,2,0,1,rt kendrakay whiteyp your fag use emoji anyway one best friend amp never dull moment,unsafe,150,26
3,0,1,2,2,rt kendramari vngelinaa tornado siren atleast ill die guy xot akrizanov kendramari ho,safe,166,19
3,0,2,1,1,rt kenohtoopretti dont want thot thot girl cant get nofrom hang littl hoe wear,unsafe,160,27
6,2,4,0,1,rt kepn quanb bitch ass nigga,unsafe,40,7
6,0,6,0,1,rt kepn im pretti sure krislis call dude faggot,unsafe,71,12
3,0,3,0,1,rt kevante hoe quick say fuck somebodi els bf make look bad want cooki,unsafe,159,28
3,0,0,3,2,rt kevinkoski jeremi lin dunk lebron yanke cap celebr tebow front brett favr would espn exp,safe,140,26
3,2,1,0,0,rt kevnasto would rather fuck fat chick allow nigger hous,unsafe,80,16
3,1,2,0,1,rt kghunnid bruh trash take yo ass back colleg genosmith,unsafe,69,12
3,0,3,0,1,rt khadijzah peopl like bae real quick like bitch dont play ill cut,unsafe,112,24
3,0,3,0,1,rt khadijzah someon love bitch ass wont someon love,unsafe,88,17
3,0,3,0,1,rt khernn sudden bitch like soccer today lol,unsafe,68,13
3,0,3,0,1,rt khloekardashian basic bitch want,unsafe,45,6
3,0,3,0,1,rt khloewithouthec typicalminion ur ur friend bitch u hate walk past felferrara us n,unsafe,146,21
3,0,3,0,1,rt khulekil karma fuck good girl bitch end,unsafe,87,17
3,0,3,0,1,rt kialloyd okay im kia middl name faggot dylan,unsafe,66,11
3,0,3,0,1,rt kiaspeak yall stay track pussi mile refus put effort control peen okayi guess whatev ke,unsafe,146,23
3,0,3,0,1,rt kidnipsey bitch thought,unsafe,54,8
3,0,3,0,1,rt kidnipsey bitch cute photogen,unsafe,70,11
3,2,1,0,0,rt kiddsmypyt new boyfriend everi week tf doin hoe,unsafe,71,13
3,0,3,0,1,rt kidnobl olivia bird believ shit scandalabc,unsafe,64,10
3,0,3,0,1,rt kiiianna wear bucket hat basic bitch,unsafe,88,12
3,0,3,0,1,rt killaaakam whos gassin hoe bp,unsafe,55,8
3,0,3,0,1,rt kimblezyelon see pretti girl like yassss slay hoe,unsafe,139,18
3,0,3,0,1,rt kingdaddi bitch got red cootche rover shit erykahminor,unsafe,123,13
3,0,3,0,1,rt kinglazi karma bitch make sure bitch beauti,unsafe,71,13
3,0,0,3,2,rt kingdomofwench graceishuman ive also seen lot democrat charli baker ad make want scr,safe,146,24
3,0,3,0,1,rt kingsleyyy look put bitch place,unsafe,90,14
3,0,3,0,1,rt kingsleyyy peopl call peopl hoe main one suck dick chalupa worri bout,unsafe,120,22
3,0,3,0,1,rt kishtwistemup life short salti get u pussi happi,unsafe,72,14
3,0,3,0,1,rt kitcoskjon im soooo bitch aint even funni lbs,unsafe,73,13
3,0,0,3,2,rt kitt shinypb pom stuff total porn,safe,66,12
3,0,3,0,1,rt kizzmybutt hate bitch,unsafe,54,11
3,0,3,0,1,rt kjfeliciano vivalamarley yea dem hoe crazi,unsafe,50,7
3,0,3,0,1,rt kohkohbxtchzz real bitch like make sure get even lol,unsafe,88,16
3,0,3,0,1,rt koleworld dont fck broke bitch,unsafe,60,10
3,0,3,0,1,rt koleworld everi time come im never newwww bitch,unsafe,66,12
3,0,3,0,1,rt koniikonn weezywe ask everi bitch gay im sexual,unsafe,94,15
3,0,0,3,2,rt koolestbreez thank charli,safe,58,5
3,0,3,0,1,rt kooleycobain cant find lookin cuz busi likin bitch time,unsafe,118,25
3,0,3,0,1,rt koreyonauniqu hate messi femal live mess like go sit somewher go get classi hoe,unsafe,138,21
3,0,3,0,1,rt korsczurek got hold koala take selfi kangaroo saw bunch bad ass bird prey pet fuck emu today wtf,unsafe,146,28
3,0,0,3,2,rt kostaskar cinci fan talk trash citi cle root cav like belong stillcl cleallday gobrown,safe,140,23
3,1,2,0,1,rt kpipsforev nobodi want pussi nigga done,unsafe,71,12
3,0,2,1,1,rt kreptplaydirti jammer said thought mustard beat ho say abdullah beat whole time loooooool,unsafe,138,24
3,0,3,0,1,rt krisinizu im tell shave pussi ugli,unsafe,53,9
3,2,1,0,0,rt kristajaymfc mom im dramat immatur fuck mental problem your bitch cunt,unsafe,119,21
3,0,1,2,2,rt kristinhersh son wyatt redneck mullet keep get red neck,safe,91,15
3,0,3,0,1,rt krystalschnutz eat random bitch ass eat iggi ass randomthought randomthot shitiwouldneverdo,unsafe,125,18
3,0,3,0,1,rt ktthegod hate dumb bitch swear happi need relationship yall honest need revalu life,unsafe,139,27
3,0,1,2,2,rt kuczaaak im get trash talk year old wtf,safe,59,12
3,0,3,0,1,rt kurngb fuck wrong w bitch late,unsafe,47,8
3,0,3,0,1,rt kush joke bitch fix ya face,unsafe,117,11
3,0,3,0,1,rt kvchef xomaryjeanxo pussi think gotta favorit nake pictur everdamn,unsafe,138,19
3,0,3,0,1,rt kvix imneverchillin bitch gap rt porkhub im model yall bitch cant tell nothin,unsafe,208,19
3,2,1,0,0,rt kwagiheath comfort nicca like say comthablesmh,unsafe,77,10
3,0,3,0,1,rt kxllciti femal think cute rude af time mean reason shit aint cute bitch,unsafe,121,25
3,1,2,0,1,rt kxnggerald unemploy nigga hoe,unsafe,75,10
3,0,3,0,1,rt kxngnandi wish bitch would,unsafe,72,10
3,0,3,0,1,rt kxngtae nigga cheat girl stalk call hoe move talk bout gave quick,unsafe,124,26
3,0,3,0,1,rt kxyix femal love steal someon boyfriend that cute yall hoe need moral amp life goal,unsafe,115,19
3,0,3,0,1,rt kyannesmith rahshauna arent bitch,unsafe,48,7
3,0,1,2,2,rt kylepark youv got smelt lot manur sing like hillbilli hankwilliam,safe,132,20
6,0,6,0,1,rt kylegotjok bitch favorit tweet,unsafe,79,10
3,0,3,0,1,rt kylerea pharmacist tell medicin readi min wtf bitch stillwai,unsafe,146,25
3,1,2,0,1,rt laceeybugg hedgebrandon your queer,unsafe,59,8
3,0,0,3,2,rt lachlan want tell washington post charli crist democrat,safe,133,18
3,0,3,0,1,rt lakenheavn im bitch im hard handl im stubborn attitud sorri peopl put,unsafe,143,27
3,0,1,2,2,rt lakenheavn realli want browni hampr ice latt boy blanket w movi sound prettttttti amazi,safe,150,24
3,1,2,0,1,rt lamlildurk black girl hoe caus fuck nigga money reveng dumb shit like,unsafe,97,17
3,0,3,0,1,rt lamarxo man hoe familiar one minut team next minut aint ya,unsafe,95,18
3,0,3,0,1,rt lamessican love bitch throw shade confirm im someth right,unsafe,98,15
3,0,3,0,1,rt landraa foodbegoodhuh im cri bitch go hard,unsafe,159,11
3,0,3,0,1,rt larryeld holder ask ag deal kind treatment tell whini littl bitch call alberto gonzal,unsafe,152,25
3,1,2,0,1,rt larryx tip sunnyslop dr memphi tenn come get fuck ass lil skinni bitch love read skinni,unsafe,146,25
3,0,3,0,1,rt lategrllishaa reathi lategrllishaa reathi lategrllishaa whatupwyd b chill squar wbu bitch wat u,unsafe,186,18
3,0,3,0,1,rt laurenramirez satsuiyeshadou bitch nigga,unsafe,58,6
7,1,6,0,1,rt lavishlolaaaaaa bitch eat pussi nigga,unsafe,87,12
3,0,3,0,1,rt laydeesweet exact amp miss bitch vivalajuicyy,unsafe,67,9
3,0,3,0,1,rt leaguemvp feel gotta parti everi weekend entertain ima assum embrac partak hoelik activ,unsafe,133,20
3,0,3,0,1,rt leandr cant never keep bitch caus put hoze,unsafe,68,14
3,1,2,0,1,rt leandr im one faggot hate word mine,unsafe,64,12
6,0,5,1,1,rt leandr lowkey hoe life l,unsafe,54,12
3,0,3,0,1,rt leeche went gnc today cashier bitch dont sell chocol cake written face look,unsafe,146,26
3,0,3,0,1,rt leekport mdot hate alway wanna smoke aint got money niggabitch like bye falisha,unsafe,150,19
3,0,1,2,2,rt legapsi ive watch min trash feel like wast valuabl minut life never get b,safe,146,28
3,0,3,0,1,rt lesbolif bitch flirt bae,unsafe,69,9
3,0,3,0,1,rt lesxo cant turn hoe husband either,unsafe,49,10
3,0,3,0,1,rt leticiamvri duh bitch,unsafe,27,4
3,0,3,0,1,rt letsarguebox staycoolwheel scream like littl bitch lmaooo,unsafe,73,9
3,0,3,0,1,rt letsquotecomedi tri hard resist urg smack bitch,unsafe,94,14
3,0,0,3,2,rt lexipost love bird,safe,27,4
3,0,0,3,2,rt lexxxilov wake middl night chug orang juic straight bottl sorri mom,safe,115,22
3,0,3,0,1,rt liidurk dese hoe ugli af talk bout want yo boyfriend could bitch look like boyfriend,unsafe,143,25
3,0,3,0,1,rt liidurk u dont like ya bitch,unsafe,50,10
3,2,1,0,0,rt librarianknight queer ladi templar that point,unsafe,63,9
3,0,3,0,1,rt liddoprincess call insecur u want fuck man doesnt need friend bitch friend hoe,unsafe,146,26
3,0,3,0,1,rt lifewitri bitch,unsafe,98,8
3,3,0,0,0,rt lightskinchink vine still funni shit mani nigger store,unsafe,143,18
3,0,3,0,1,rt lildarrel look ill bitch mind,unsafe,73,14
3,0,3,0,1,rt lildannyyi aint noth cut bitch,unsafe,72,11
3,0,3,0,1,rt liltataaa somebodi call ambul bitch die attent,unsafe,85,12
3,0,3,0,1,rt lilbrownbear rock bitch wearegolden beauti angel voic gaffeok,unsafe,108,15
3,0,3,0,1,rt lildickytweet eugen come watch run circl round rap game like name chip kelli bitch h,unsafe,146,23
3,0,3,0,1,rt lildurk dese hoe actin,unsafe,35,7
3,0,3,0,1,rt lildurk experi bitch aint shit pass bad nem,unsafe,81,15
3,1,2,0,1,rt lildurk wife dat bitch mani nigga fuck cliqu mani nigga actin rich dese boppin hoe dick maserati,unsafe,140,26
3,2,1,0,0,rt lildurk dont fuck bitch nigga fuck nigga bitch,unsafe,80,13
3,0,3,0,1,rt lildurk hate bitch think crazi,unsafe,87,11
3,0,3,0,1,rt lildurk hate wen hoe lie say fuck em signedtothestreet,unsafe,74,13
3,0,3,0,1,rt lildurk need loyal bitch goofi bitch,unsafe,53,11
3,0,3,0,1,rt lildurk im finna bag im cut weak hoe,unsafe,66,14
3,0,3,0,1,rt lildurk ima pull eat pussi dip,unsafe,47,10
3,0,3,0,1,rt lildurk never kid fan bitch cop signedtothestreet lol,unsafe,79,14
3,0,3,0,1,rt lildurk time play wit bitch,unsafe,41,8
3,0,0,3,2,rt lildurk real fan wait want put trash like rapper signedtothestreet igo,safe,125,23
3,0,3,0,1,rt lildurk seem like dese bitch aint loyal,unsafe,48,8
3,1,2,0,1,rt lildurk bitch aint bitch,unsafe,44,7
3,0,3,0,1,rt lilduv peopl need mind busi bitch internet stop post shit,unsafe,97,16
3,0,3,0,1,rt lilduv bitch get follow shes boss start boutiqu wear shade public,unsafe,112,20
3,0,3,0,1,rt lilduv good woman come around everi bitch good man come aroundwel u get point,unsafe,107,19
